1	147084616	147084756	snRNA
1	187891	187958	miRNA
1	632325	632413	miRNA
1	516376	516479	snRNA
1	1339650	1339708	miRNA
1	7219360	7219524	snRNA
1	5564071	5564143	miRNA
1	5862672	5862741	miRNA
1	8511795	8511919	snoRNA
1	9967381	9967458	miRNA
1	11226254	11226360	snRNA
1	6429834	6429896	miRNA
1	8883427	8883533	snRNA
1	12922554	12922660	snRNA
1	8866502	8866590	miRNA
1	13279125	13279231	snRNA
1	12507246	12507397	snoRNA
1	14124233	14124335	snRNA
1	1296110	1296170	miRNA
1	3560695	3560790	miRNA
1	12221148	12221271	snoRNA
1	15608078	15608145	snRNA
1	8206434	8206597	snRNA
1	12569972	12570072	snRNA
1	19305076	19305182	snRNA
1	12578957	12579023	miRNA
1	1312502	1312566	miRNA
1	22863159	22863226	miRNA
1	23044305	23044372	miRNA
1	23057858	23057934	miRNA
1	23162704	23162810	snRNA
1	23163953	23164053	snRNA
1	19510593	19510733	snRNA
1	24777873	24777979	snRNA
1	9437669	9437778	rRNA_pseudogene
1	18883202	18883275	miRNA
1	18897071	18897148	miRNA
1	9151668	9151777	miRNA
1	24919345	24919416	miRNA
1	23929070	23929147	miRNA
1	25964197	25964300	snRNA
1	27325219	27325325	snRNA
1	25023503	25023586	miRNA
1	28142737	28142841	snRNA
1	26642286	26642389	snoRNA
1	34669599	34669694	miRNA
1	30739156	30739232	miRNA
1	37884237	37884317	snoRNA
1	37885023	37885117	snRNA
1	38926870	38926977	snRNA
1	37161563	37161634	miRNA
1	37203610	37203716	snRNA
1	37264677	37264786	rRNA_pseudogene
1	26554542	26554593	miRNA
1	34112949	34113063	rRNA_pseudogene
1	26602369	26602432	snRNA
1	38089231	38089329	miRNA
1	41466937	41467028	rRNA_pseudogene
1	37991462	37991569	snRNA
1	38396659	38396765	snRNA
1	42569033	42569139	snRNA
1	43196417	43196536	rRNA_pseudogene
1	37480230	37480289	miRNA
1	48344209	48344315	snRNA
1	43171652	43171712	miRNA
1	48447936	48448042	snRNA
1	52754322	52754462	snRNA
1	52805108	52805212	snRNA
1	43716467	43716556	snRNA
1	40177843	40177949	snRNA
1	50582404	50582511	snRNA
1	53688749	53688812	snRNA
1	43838622	43838683	miRNA
1	52928674	52928772	miRNA
1	37500935	37500994	miRNA
1	52934930	52935017	miRNA
1	31497577	31497683	snRNA
1	55225641	55225723	miRNA
1	52940314	52940413	miRNA
1	59733227	59733296	miRNA
1	64384398	64384459	snRNA
1	51724775	51724896	snoRNA
1	61816419	61816522	snRNA
1	61852499	61852602	snRNA
1	62078786	62078859	miRNA
1	62078789	62078856	miRNA
1	76753135	76753240	snRNA
1	62298149	62298256	snRNA
1	65415816	65416006	snRNA
1	67772593	67772653	snRNA
1	75183045	75183147	snRNA
1	66094461	66094546	snRNA
1	78375164	78375268	rRNA_pseudogene
1	77060143	77060202	miRNA
1	75538015	75538119	snRNA
1	77614869	77614952	rRNA_pseudogene
1	77779904	77779999	rRNA_pseudogene
1	54054079	54054154	miRNA
1	78088988	78089083	snRNA
1	77420325	77420386	snRNA
1	68183518	68183610	miRNA
1	78094807	78094915	rRNA_pseudogene
1	87453240	87453373	rRNA_pseudogene
1	85133794	85133873	miRNA
1	90657750	90657964	snoRNA
1	63326925	63326984	miRNA
1	73749517	73749623	rRNA_pseudogene
1	72717663	72717769	snRNA
1	85883680	85883798	rRNA_pseudogene
1	67102645	67102779	snoRNA
1	98045242	98045351	miRNA
1	51973410	51973535	rRNA_pseudogene
1	64579847	64579923	miRNA
1	65022968	65023074	snRNA
1	98046070	98046171	miRNA
1	63536711	63536770	snRNA
1	65057755	65057842	miRNA
1	40754355	40754446	miRNA
1	99978939	99979045	snRNA
1	65058434	65058508	miRNA
1	40757284	40757372	miRNA
1	88816779	88816885	snRNA
1	100000637	100000739	snRNA
1	90253456	90253559	snRNA
1	94745860	94745900	miRNA
1	93846832	93846911	miRNA
1	99784740	99784885	snRNA
1	107897223	107897304	miRNA
1	55398514	55398620	snRNA
1	111490317	111490423	snRNA
1	51836344	51836402	miRNA
1	96225901	96226060	snRNA
1	115621872	115622005	snoRNA
1	101728642	101728737	snRNA
1	110272484	110272607	snoRNA
1	116671749	116671827	miRNA
1	117688621	117688742	snoRNA
1	118264372	118264489	rRNA_pseudogene
1	117094643	117094728	miRNA
1	112371004	112371107	snoRNA
1	86357632	86357687	miRNA
1	116560024	116560111	miRNA
1	120942600	120942763	snRNA
1	144523860	144524021	snRNA
1	121008362	121008507	snRNA
1	120354987	120355148	snRNA
1	144265217	144265326	rRNA
1	146409903	146410062	snRNA
1	148263476	148263632	snRNA
1	144551779	144551943	snRNA
1	145281116	145281279	snRNA
1	146539541	146539663	rRNA
1	145169519	145169664	snRNA
1	148522601	148522765	snRNA
1	148334479	148334554	miRNA
1	53771018	53771153	snoRNA
1	120850819	120850985	snRNA
1	73883714	73883822	snRNA
1	116962347	116962471	rRNA_pseudogene
1	148362370	148362533	snRNA
1	143439605	143439714	rRNA
1	146288596	146288696	snRNA
1	146862729	146862845	snRNA
1	145431527	145431693	snRNA
1	144701050	144701159	rRNA_pseudogene
